BusinessPartner,Customer,Supplier,AcademicTitle,AuthorizationGroup,BusinessPartnerCategory,BusinessPartnerFullName,BusinessPartnerGrouping,BusinessPartnerName,BusinessPartnerUUID,CorrespondenceLanguage,CreatedByUser,CreationDate,CreationTime,FirstName,FormOfAddress,Industry,InternationalLocationNumber1,InternationalLocationNumber2,IsFemale,IsMale,IsNaturalPerson,IsSexUnknown,GenderCodeName,Language,LastChangeDate,LastChangeTime,LastChangedByUser,LastName,LegalForm,OrganizationBPName1,OrganizationBPName2,OrganizationBPName3,OrganizationBPName4,OrganizationFoundationDate,OrganizationLiquidationDate,SearchTerm1,SearchTerm2,AdditionalLastName,BirthDate,BusinessPartnerBirthDateStatus,BusinessPartnerBirthplaceName,BusinessPartnerDeathDate,BusinessPartnerIsBlocked,BusinessPartnerType,ETag,GroupBusinessPartnerName1,GroupBusinessPartnerName2,IndependentAddressID,InternationalLocationNumber3,MiddleName,NameCountry,NameFormat,PersonFullName,PersonNumber,IsMarkedForArchiving,BusinessPartnerIDByExtSystem,BusinessPartnerPrintFormat,BusinessPartnerOccupation,BusPartMaritalStatus,BusPartNationality,BusinessPartnerBirthName,BusinessPartnerSupplementName,NaturalPersonEmployerName,LastNamePrefix,LastNameSecondPrefix,Initials,BPDataControllerIsNotRequired,TradingPartner,to_BPCreditWorthiness_BusinessPartner,to_BPFinServicesReporting_BusinessPartner,to_BusinessPartner_BusinessPartner,to_BusinessPartnerIsBank_BusinessPartner,to_Customer_Customer,to_Supplier_Supplier
r-29041859,r-29041859,r-29041859,1859,1859,9,BusinessPartnerFullName-29041859,1859,BusinessPartnerName-29041859,29041859-0f37-4f1b-9716-ba9393dcc0c5,59,ser-29041859,2021-10-23,22:59:53,FirstName-29041859,1859,y-29041859,9041859,41859,false,false,9,false,9,59,2006-06-29,22:59:53,ser-29041859,LastName-29041859,59,OrganizationBPName1-29041859,OrganizationBPName2-29041859,OrganizationBPName3-29041859,OrganizationBPName4-29041859,2021-09-11,2021-05-16,SearchTerm1-29041859,SearchTerm2-29041859,AdditionalLastName-29041859,2022-11-30,9,BusinessPartnerBirthplaceName-29041859,2001-01-04,false,1859,ETag-29041859,GroupBusinessPartnerName1-29041859,GroupBusinessPartnerName2-29041859,D-29041859,9,MiddleName-29041859,859,59,PersonFullName-29041859,r-29041859,false,ByExtSystem-29041859,9,1859,9,859,BusinessPartnerBirthName-29041859,1859,NaturalPersonEmployerName-29041859,1859,1859,s-29041859,false,041859,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041860,r-29041860,r-29041860,1860,1860,0,BusinessPartnerFullName-29041860,1860,BusinessPartnerName-29041860,29041860-6665-48c8-a58f-178ecce635bd,60,ser-29041860,2007-08-28,22:59:53,FirstName-29041860,1860,y-29041860,9041860,41860,true,true,0,true,0,60,2023-09-16,22:59:53,ser-29041860,LastName-29041860,60,OrganizationBPName1-29041860,OrganizationBPName2-29041860,OrganizationBPName3-29041860,OrganizationBPName4-29041860,2012-12-25,2003-04-30,SearchTerm1-29041860,SearchTerm2-29041860,AdditionalLastName-29041860,2016-07-01,0,BusinessPartnerBirthplaceName-29041860,2002-02-02,true,1860,ETag-29041860,GroupBusinessPartnerName1-29041860,GroupBusinessPartnerName2-29041860,D-29041860,0,MiddleName-29041860,860,60,PersonFullName-29041860,r-29041860,true,ByExtSystem-29041860,0,1860,0,860,BusinessPartnerBirthName-29041860,1860,NaturalPersonEmployerName-29041860,1860,1860,s-29041860,true,041860,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041861,r-29041861,r-29041861,1861,1861,1,BusinessPartnerFullName-29041861,1861,BusinessPartnerName-29041861,29041861-207f-4d3b-95b9-ee917304ff49,61,ser-29041861,2013-12-20,22:59:53,FirstName-29041861,1861,y-29041861,9041861,41861,false,false,1,false,1,61,2006-12-31,22:59:53,ser-29041861,LastName-29041861,61,OrganizationBPName1-29041861,OrganizationBPName2-29041861,OrganizationBPName3-29041861,OrganizationBPName4-29041861,2000-07-04,2016-08-31,SearchTerm1-29041861,SearchTerm2-29041861,AdditionalLastName-29041861,2022-11-12,1,BusinessPartnerBirthplaceName-29041861,2014-01-02,false,1861,ETag-29041861,GroupBusinessPartnerName1-29041861,GroupBusinessPartnerName2-29041861,D-29041861,1,MiddleName-29041861,861,61,PersonFullName-29041861,r-29041861,false,ByExtSystem-29041861,1,1861,1,861,BusinessPartnerBirthName-29041861,1861,NaturalPersonEmployerName-29041861,1861,1861,s-29041861,false,041861,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041862,r-29041862,r-29041862,1862,1862,2,BusinessPartnerFullName-29041862,1862,BusinessPartnerName-29041862,29041862-e61a-48c6-a1e8-63cf5346e4f9,62,ser-29041862,2002-03-21,22:59:53,FirstName-29041862,1862,y-29041862,9041862,41862,true,true,2,true,2,62,2012-03-06,22:59:53,ser-29041862,LastName-29041862,62,OrganizationBPName1-29041862,OrganizationBPName2-29041862,OrganizationBPName3-29041862,OrganizationBPName4-29041862,2008-12-06,2016-04-28,SearchTerm1-29041862,SearchTerm2-29041862,AdditionalLastName-29041862,2022-10-22,2,BusinessPartnerBirthplaceName-29041862,2006-10-29,true,1862,ETag-29041862,GroupBusinessPartnerName1-29041862,GroupBusinessPartnerName2-29041862,D-29041862,2,MiddleName-29041862,862,62,PersonFullName-29041862,r-29041862,true,ByExtSystem-29041862,2,1862,2,862,BusinessPartnerBirthName-29041862,1862,NaturalPersonEmployerName-29041862,1862,1862,s-29041862,true,041862,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041863,r-29041863,r-29041863,1863,1863,3,BusinessPartnerFullName-29041863,1863,BusinessPartnerName-29041863,29041863-f64f-4992-bd1c-d2669ff8341a,63,ser-29041863,2021-07-31,22:59:53,FirstName-29041863,1863,y-29041863,9041863,41863,false,false,3,false,3,63,2019-06-27,22:59:53,ser-29041863,LastName-29041863,63,OrganizationBPName1-29041863,OrganizationBPName2-29041863,OrganizationBPName3-29041863,OrganizationBPName4-29041863,2019-10-29,2012-04-25,SearchTerm1-29041863,SearchTerm2-29041863,AdditionalLastName-29041863,2017-04-11,3,BusinessPartnerBirthplaceName-29041863,2005-09-26,false,1863,ETag-29041863,GroupBusinessPartnerName1-29041863,GroupBusinessPartnerName2-29041863,D-29041863,3,MiddleName-29041863,863,63,PersonFullName-29041863,r-29041863,false,ByExtSystem-29041863,3,1863,3,863,BusinessPartnerBirthName-29041863,1863,NaturalPersonEmployerName-29041863,1863,1863,s-29041863,false,041863,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041864,r-29041864,r-29041864,1864,1864,4,BusinessPartnerFullName-29041864,1864,BusinessPartnerName-29041864,29041864-7e77-4cdb-8fd5-8182279f9f7d,64,ser-29041864,2014-05-11,22:59:53,FirstName-29041864,1864,y-29041864,9041864,41864,true,true,4,true,4,64,2011-12-16,22:59:53,ser-29041864,LastName-29041864,64,OrganizationBPName1-29041864,OrganizationBPName2-29041864,OrganizationBPName3-29041864,OrganizationBPName4-29041864,2015-02-10,2021-03-08,SearchTerm1-29041864,SearchTerm2-29041864,AdditionalLastName-29041864,2017-08-16,4,BusinessPartnerBirthplaceName-29041864,2015-07-30,true,1864,ETag-29041864,GroupBusinessPartnerName1-29041864,GroupBusinessPartnerName2-29041864,D-29041864,4,MiddleName-29041864,864,64,PersonFullName-29041864,r-29041864,true,ByExtSystem-29041864,4,1864,4,864,BusinessPartnerBirthName-29041864,1864,NaturalPersonEmployerName-29041864,1864,1864,s-29041864,true,041864,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041865,r-29041865,r-29041865,1865,1865,5,BusinessPartnerFullName-29041865,1865,BusinessPartnerName-29041865,29041865-caed-4641-b7bd-e304417ad3e6,65,ser-29041865,2000-08-22,22:59:53,FirstName-29041865,1865,y-29041865,9041865,41865,false,false,5,false,5,65,2000-04-19,22:59:53,ser-29041865,LastName-29041865,65,OrganizationBPName1-29041865,OrganizationBPName2-29041865,OrganizationBPName3-29041865,OrganizationBPName4-29041865,2015-03-13,2006-04-04,SearchTerm1-29041865,SearchTerm2-29041865,AdditionalLastName-29041865,2003-05-19,5,BusinessPartnerBirthplaceName-29041865,2010-08-20,false,1865,ETag-29041865,GroupBusinessPartnerName1-29041865,GroupBusinessPartnerName2-29041865,D-29041865,5,MiddleName-29041865,865,65,PersonFullName-29041865,r-29041865,false,ByExtSystem-29041865,5,1865,5,865,BusinessPartnerBirthName-29041865,1865,NaturalPersonEmployerName-29041865,1865,1865,s-29041865,false,041865,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041866,r-29041866,r-29041866,1866,1866,6,BusinessPartnerFullName-29041866,1866,BusinessPartnerName-29041866,29041866-d9bf-438d-ad64-e6f7442ad501,66,ser-29041866,2006-07-17,22:59:53,FirstName-29041866,1866,y-29041866,9041866,41866,true,true,6,true,6,66,2021-02-23,22:59:53,ser-29041866,LastName-29041866,66,OrganizationBPName1-29041866,OrganizationBPName2-29041866,OrganizationBPName3-29041866,OrganizationBPName4-29041866,2004-03-11,2004-06-22,SearchTerm1-29041866,SearchTerm2-29041866,AdditionalLastName-29041866,2016-12-29,6,BusinessPartnerBirthplaceName-29041866,2011-10-24,true,1866,ETag-29041866,GroupBusinessPartnerName1-29041866,GroupBusinessPartnerName2-29041866,D-29041866,6,MiddleName-29041866,866,66,PersonFullName-29041866,r-29041866,true,ByExtSystem-29041866,6,1866,6,866,BusinessPartnerBirthName-29041866,1866,NaturalPersonEmployerName-29041866,1866,1866,s-29041866,true,041866,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041867,r-29041867,r-29041867,1867,1867,7,BusinessPartnerFullName-29041867,1867,BusinessPartnerName-29041867,29041867-e6b1-458f-9d1a-a5e65b4e904a,67,ser-29041867,2005-04-14,22:59:53,FirstName-29041867,1867,y-29041867,9041867,41867,false,false,7,false,7,67,2007-04-03,22:59:53,ser-29041867,LastName-29041867,67,OrganizationBPName1-29041867,OrganizationBPName2-29041867,OrganizationBPName3-29041867,OrganizationBPName4-29041867,2008-05-25,2016-11-29,SearchTerm1-29041867,SearchTerm2-29041867,AdditionalLastName-29041867,2011-05-23,7,BusinessPartnerBirthplaceName-29041867,2019-08-10,false,1867,ETag-29041867,GroupBusinessPartnerName1-29041867,GroupBusinessPartnerName2-29041867,D-29041867,7,MiddleName-29041867,867,67,PersonFullName-29041867,r-29041867,false,ByExtSystem-29041867,7,1867,7,867,BusinessPartnerBirthName-29041867,1867,NaturalPersonEmployerName-29041867,1867,1867,s-29041867,false,041867,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041868,r-29041868,r-29041868,1868,1868,8,BusinessPartnerFullName-29041868,1868,BusinessPartnerName-29041868,29041868-4496-46aa-9de3-f4224d3fd042,68,ser-29041868,2005-01-17,22:59:53,FirstName-29041868,1868,y-29041868,9041868,41868,true,true,8,true,8,68,2022-02-01,22:59:53,ser-29041868,LastName-29041868,68,OrganizationBPName1-29041868,OrganizationBPName2-29041868,OrganizationBPName3-29041868,OrganizationBPName4-29041868,2015-02-14,2023-10-14,SearchTerm1-29041868,SearchTerm2-29041868,AdditionalLastName-29041868,2010-09-23,8,BusinessPartnerBirthplaceName-29041868,2013-02-14,true,1868,ETag-29041868,GroupBusinessPartnerName1-29041868,GroupBusinessPartnerName2-29041868,D-29041868,8,MiddleName-29041868,868,68,PersonFullName-29041868,r-29041868,true,ByExtSystem-29041868,8,1868,8,868,BusinessPartnerBirthName-29041868,1868,NaturalPersonEmployerName-29041868,1868,1868,s-29041868,true,041868,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041869,r-29041869,r-29041869,1869,1869,9,BusinessPartnerFullName-29041869,1869,BusinessPartnerName-29041869,29041869-8978-445c-8d53-b218e4234c29,69,ser-29041869,2003-03-15,22:59:53,FirstName-29041869,1869,y-29041869,9041869,41869,false,false,9,false,9,69,2001-03-05,22:59:53,ser-29041869,LastName-29041869,69,OrganizationBPName1-29041869,OrganizationBPName2-29041869,OrganizationBPName3-29041869,OrganizationBPName4-29041869,2003-10-24,2003-08-20,SearchTerm1-29041869,SearchTerm2-29041869,AdditionalLastName-29041869,2017-08-20,9,BusinessPartnerBirthplaceName-29041869,2002-12-18,false,1869,ETag-29041869,GroupBusinessPartnerName1-29041869,GroupBusinessPartnerName2-29041869,D-29041869,9,MiddleName-29041869,869,69,PersonFullName-29041869,r-29041869,false,ByExtSystem-29041869,9,1869,9,869,BusinessPartnerBirthName-29041869,1869,NaturalPersonEmployerName-29041869,1869,1869,s-29041869,false,041869,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041870,r-29041870,r-29041870,1870,1870,0,BusinessPartnerFullName-29041870,1870,BusinessPartnerName-29041870,29041870-5efd-4b46-ad22-f29cbce66aca,70,ser-29041870,2000-01-29,22:59:53,FirstName-29041870,1870,y-29041870,9041870,41870,true,true,0,true,0,70,2011-03-12,22:59:53,ser-29041870,LastName-29041870,70,OrganizationBPName1-29041870,OrganizationBPName2-29041870,OrganizationBPName3-29041870,OrganizationBPName4-29041870,2000-09-11,2020-07-18,SearchTerm1-29041870,SearchTerm2-29041870,AdditionalLastName-29041870,2004-01-27,0,BusinessPartnerBirthplaceName-29041870,2005-01-10,true,1870,ETag-29041870,GroupBusinessPartnerName1-29041870,GroupBusinessPartnerName2-29041870,D-29041870,0,MiddleName-29041870,870,70,PersonFullName-29041870,r-29041870,true,ByExtSystem-29041870,0,1870,0,870,BusinessPartnerBirthName-29041870,1870,NaturalPersonEmployerName-29041870,1870,1870,s-29041870,true,041870,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041871,r-29041871,r-29041871,1871,1871,1,BusinessPartnerFullName-29041871,1871,BusinessPartnerName-29041871,29041871-f945-4ae2-858f-7ff3ba83ebbe,71,ser-29041871,2017-08-27,22:59:53,FirstName-29041871,1871,y-29041871,9041871,41871,false,false,1,false,1,71,2007-09-21,22:59:53,ser-29041871,LastName-29041871,71,OrganizationBPName1-29041871,OrganizationBPName2-29041871,OrganizationBPName3-29041871,OrganizationBPName4-29041871,2023-06-30,2017-05-31,SearchTerm1-29041871,SearchTerm2-29041871,AdditionalLastName-29041871,2007-12-02,1,BusinessPartnerBirthplaceName-29041871,2019-10-26,false,1871,ETag-29041871,GroupBusinessPartnerName1-29041871,GroupBusinessPartnerName2-29041871,D-29041871,1,MiddleName-29041871,871,71,PersonFullName-29041871,r-29041871,false,ByExtSystem-29041871,1,1871,1,871,BusinessPartnerBirthName-29041871,1871,NaturalPersonEmployerName-29041871,1871,1871,s-29041871,false,041871,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041872,r-29041872,r-29041872,1872,1872,2,BusinessPartnerFullName-29041872,1872,BusinessPartnerName-29041872,29041872-b1e0-4d98-817b-c0a3e8a248a5,72,ser-29041872,2016-07-06,22:59:53,FirstName-29041872,1872,y-29041872,9041872,41872,true,true,2,true,2,72,2019-04-25,22:59:53,ser-29041872,LastName-29041872,72,OrganizationBPName1-29041872,OrganizationBPName2-29041872,OrganizationBPName3-29041872,OrganizationBPName4-29041872,2015-12-25,2015-02-25,SearchTerm1-29041872,SearchTerm2-29041872,AdditionalLastName-29041872,2006-11-29,2,BusinessPartnerBirthplaceName-29041872,2008-03-12,true,1872,ETag-29041872,GroupBusinessPartnerName1-29041872,GroupBusinessPartnerName2-29041872,D-29041872,2,MiddleName-29041872,872,72,PersonFullName-29041872,r-29041872,true,ByExtSystem-29041872,2,1872,2,872,BusinessPartnerBirthName-29041872,1872,NaturalPersonEmployerName-29041872,1872,1872,s-29041872,true,041872,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041873,r-29041873,r-29041873,1873,1873,3,BusinessPartnerFullName-29041873,1873,BusinessPartnerName-29041873,29041873-4429-4578-9635-15fe3bc91a2d,73,ser-29041873,2014-05-24,22:59:53,FirstName-29041873,1873,y-29041873,9041873,41873,false,false,3,false,3,73,2009-08-10,22:59:53,ser-29041873,LastName-29041873,73,OrganizationBPName1-29041873,OrganizationBPName2-29041873,OrganizationBPName3-29041873,OrganizationBPName4-29041873,2007-01-12,2005-09-22,SearchTerm1-29041873,SearchTerm2-29041873,AdditionalLastName-29041873,2014-02-20,3,BusinessPartnerBirthplaceName-29041873,2013-02-17,false,1873,ETag-29041873,GroupBusinessPartnerName1-29041873,GroupBusinessPartnerName2-29041873,D-29041873,3,MiddleName-29041873,873,73,PersonFullName-29041873,r-29041873,false,ByExtSystem-29041873,3,1873,3,873,BusinessPartnerBirthName-29041873,1873,NaturalPersonEmployerName-29041873,1873,1873,s-29041873,false,041873,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041874,r-29041874,r-29041874,1874,1874,4,BusinessPartnerFullName-29041874,1874,BusinessPartnerName-29041874,29041874-472d-4de7-b4af-a7abd1674a17,74,ser-29041874,2005-08-15,22:59:53,FirstName-29041874,1874,y-29041874,9041874,41874,true,true,4,true,4,74,2006-01-24,22:59:53,ser-29041874,LastName-29041874,74,OrganizationBPName1-29041874,OrganizationBPName2-29041874,OrganizationBPName3-29041874,OrganizationBPName4-29041874,2001-12-07,2017-12-21,SearchTerm1-29041874,SearchTerm2-29041874,AdditionalLastName-29041874,2015-01-05,4,BusinessPartnerBirthplaceName-29041874,2010-06-20,true,1874,ETag-29041874,GroupBusinessPartnerName1-29041874,GroupBusinessPartnerName2-29041874,D-29041874,4,MiddleName-29041874,874,74,PersonFullName-29041874,r-29041874,true,ByExtSystem-29041874,4,1874,4,874,BusinessPartnerBirthName-29041874,1874,NaturalPersonEmployerName-29041874,1874,1874,s-29041874,true,041874,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041875,r-29041875,r-29041875,1875,1875,5,BusinessPartnerFullName-29041875,1875,BusinessPartnerName-29041875,29041875-646e-493b-9ba7-73bd9c68fcee,75,ser-29041875,2013-11-25,22:59:53,FirstName-29041875,1875,y-29041875,9041875,41875,false,false,5,false,5,75,2012-04-11,22:59:53,ser-29041875,LastName-29041875,75,OrganizationBPName1-29041875,OrganizationBPName2-29041875,OrganizationBPName3-29041875,OrganizationBPName4-29041875,2005-07-02,2022-06-28,SearchTerm1-29041875,SearchTerm2-29041875,AdditionalLastName-29041875,2020-11-09,5,BusinessPartnerBirthplaceName-29041875,2009-06-08,false,1875,ETag-29041875,GroupBusinessPartnerName1-29041875,GroupBusinessPartnerName2-29041875,D-29041875,5,MiddleName-29041875,875,75,PersonFullName-29041875,r-29041875,false,ByExtSystem-29041875,5,1875,5,875,BusinessPartnerBirthName-29041875,1875,NaturalPersonEmployerName-29041875,1875,1875,s-29041875,false,041875,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041876,r-29041876,r-29041876,1876,1876,6,BusinessPartnerFullName-29041876,1876,BusinessPartnerName-29041876,29041876-1e27-4b49-9cbc-e0186ca4eac9,76,ser-29041876,2018-01-11,22:59:53,FirstName-29041876,1876,y-29041876,9041876,41876,true,true,6,true,6,76,2014-02-16,22:59:53,ser-29041876,LastName-29041876,76,OrganizationBPName1-29041876,OrganizationBPName2-29041876,OrganizationBPName3-29041876,OrganizationBPName4-29041876,2003-04-28,2003-07-03,SearchTerm1-29041876,SearchTerm2-29041876,AdditionalLastName-29041876,2005-01-10,6,BusinessPartnerBirthplaceName-29041876,2005-09-04,true,1876,ETag-29041876,GroupBusinessPartnerName1-29041876,GroupBusinessPartnerName2-29041876,D-29041876,6,MiddleName-29041876,876,76,PersonFullName-29041876,r-29041876,true,ByExtSystem-29041876,6,1876,6,876,BusinessPartnerBirthName-29041876,1876,NaturalPersonEmployerName-29041876,1876,1876,s-29041876,true,041876,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041877,r-29041877,r-29041877,1877,1877,7,BusinessPartnerFullName-29041877,1877,BusinessPartnerName-29041877,29041877-ed80-4d3c-b47d-a374e3774d39,77,ser-29041877,2002-08-04,22:59:53,FirstName-29041877,1877,y-29041877,9041877,41877,false,false,7,false,7,77,2021-07-28,22:59:53,ser-29041877,LastName-29041877,77,OrganizationBPName1-29041877,OrganizationBPName2-29041877,OrganizationBPName3-29041877,OrganizationBPName4-29041877,2000-01-12,2011-09-16,SearchTerm1-29041877,SearchTerm2-29041877,AdditionalLastName-29041877,2023-03-11,7,BusinessPartnerBirthplaceName-29041877,2004-04-18,false,1877,ETag-29041877,GroupBusinessPartnerName1-29041877,GroupBusinessPartnerName2-29041877,D-29041877,7,MiddleName-29041877,877,77,PersonFullName-29041877,r-29041877,false,ByExtSystem-29041877,7,1877,7,877,BusinessPartnerBirthName-29041877,1877,NaturalPersonEmployerName-29041877,1877,1877,s-29041877,false,041877,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041878,r-29041878,r-29041878,1878,1878,8,BusinessPartnerFullName-29041878,1878,BusinessPartnerName-29041878,29041878-97c3-411b-ae87-e6e5184baa23,78,ser-29041878,2020-02-11,22:59:53,FirstName-29041878,1878,y-29041878,9041878,41878,true,true,8,true,8,78,2023-05-02,22:59:53,ser-29041878,LastName-29041878,78,OrganizationBPName1-29041878,OrganizationBPName2-29041878,OrganizationBPName3-29041878,OrganizationBPName4-29041878,2000-05-07,2015-07-30,SearchTerm1-29041878,SearchTerm2-29041878,AdditionalLastName-29041878,2016-12-22,8,BusinessPartnerBirthplaceName-29041878,2014-10-01,true,1878,ETag-29041878,GroupBusinessPartnerName1-29041878,GroupBusinessPartnerName2-29041878,D-29041878,8,MiddleName-29041878,878,78,PersonFullName-29041878,r-29041878,true,ByExtSystem-29041878,8,1878,8,878,BusinessPartnerBirthName-29041878,1878,NaturalPersonEmployerName-29041878,1878,1878,s-29041878,true,041878,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041879,r-29041879,r-29041879,1879,1879,9,BusinessPartnerFullName-29041879,1879,BusinessPartnerName-29041879,29041879-78bd-41f9-a54e-bf328cc8cdd2,79,ser-29041879,2013-09-29,22:59:53,FirstName-29041879,1879,y-29041879,9041879,41879,false,false,9,false,9,79,2016-02-18,22:59:53,ser-29041879,LastName-29041879,79,OrganizationBPName1-29041879,OrganizationBPName2-29041879,OrganizationBPName3-29041879,OrganizationBPName4-29041879,2015-10-15,2003-03-17,SearchTerm1-29041879,SearchTerm2-29041879,AdditionalLastName-29041879,2004-04-15,9,BusinessPartnerBirthplaceName-29041879,2005-09-05,false,1879,ETag-29041879,GroupBusinessPartnerName1-29041879,GroupBusinessPartnerName2-29041879,D-29041879,9,MiddleName-29041879,879,79,PersonFullName-29041879,r-29041879,false,ByExtSystem-29041879,9,1879,9,879,BusinessPartnerBirthName-29041879,1879,NaturalPersonEmployerName-29041879,1879,1879,s-29041879,false,041879,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041880,r-29041880,r-29041880,1880,1880,0,BusinessPartnerFullName-29041880,1880,BusinessPartnerName-29041880,29041880-3a63-4c17-83ed-b3e17d4ee13c,80,ser-29041880,2009-09-29,22:59:53,FirstName-29041880,1880,y-29041880,9041880,41880,true,true,0,true,0,80,2022-06-13,22:59:53,ser-29041880,LastName-29041880,80,OrganizationBPName1-29041880,OrganizationBPName2-29041880,OrganizationBPName3-29041880,OrganizationBPName4-29041880,2023-11-09,2009-01-14,SearchTerm1-29041880,SearchTerm2-29041880,AdditionalLastName-29041880,2008-11-25,0,BusinessPartnerBirthplaceName-29041880,2012-02-23,true,1880,ETag-29041880,GroupBusinessPartnerName1-29041880,GroupBusinessPartnerName2-29041880,D-29041880,0,MiddleName-29041880,880,80,PersonFullName-29041880,r-29041880,true,ByExtSystem-29041880,0,1880,0,880,BusinessPartnerBirthName-29041880,1880,NaturalPersonEmployerName-29041880,1880,1880,s-29041880,true,041880,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041881,r-29041881,r-29041881,1881,1881,1,BusinessPartnerFullName-29041881,1881,BusinessPartnerName-29041881,29041881-91e9-400f-afbb-a5b47720bd07,81,ser-29041881,2007-03-01,22:59:53,FirstName-29041881,1881,y-29041881,9041881,41881,false,false,1,false,1,81,2002-12-18,22:59:53,ser-29041881,LastName-29041881,81,OrganizationBPName1-29041881,OrganizationBPName2-29041881,OrganizationBPName3-29041881,OrganizationBPName4-29041881,2008-12-27,2006-11-16,SearchTerm1-29041881,SearchTerm2-29041881,AdditionalLastName-29041881,2001-01-18,1,BusinessPartnerBirthplaceName-29041881,2023-09-29,false,1881,ETag-29041881,GroupBusinessPartnerName1-29041881,GroupBusinessPartnerName2-29041881,D-29041881,1,MiddleName-29041881,881,81,PersonFullName-29041881,r-29041881,false,ByExtSystem-29041881,1,1881,1,881,BusinessPartnerBirthName-29041881,1881,NaturalPersonEmployerName-29041881,1881,1881,s-29041881,false,041881,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041882,r-29041882,r-29041882,1882,1882,2,BusinessPartnerFullName-29041882,1882,BusinessPartnerName-29041882,29041882-3d7b-41f4-a2c8-644112f24155,82,ser-29041882,2018-11-28,22:59:53,FirstName-29041882,1882,y-29041882,9041882,41882,true,true,2,true,2,82,2010-11-24,22:59:53,ser-29041882,LastName-29041882,82,OrganizationBPName1-29041882,OrganizationBPName2-29041882,OrganizationBPName3-29041882,OrganizationBPName4-29041882,2012-12-08,2005-05-16,SearchTerm1-29041882,SearchTerm2-29041882,AdditionalLastName-29041882,2010-05-18,2,BusinessPartnerBirthplaceName-29041882,2019-05-29,true,1882,ETag-29041882,GroupBusinessPartnerName1-29041882,GroupBusinessPartnerName2-29041882,D-29041882,2,MiddleName-29041882,882,82,PersonFullName-29041882,r-29041882,true,ByExtSystem-29041882,2,1882,2,882,BusinessPartnerBirthName-29041882,1882,NaturalPersonEmployerName-29041882,1882,1882,s-29041882,true,041882,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
r-29041883,r-29041883,r-29041883,1883,1883,3,BusinessPartnerFullName-29041883,1883,BusinessPartnerName-29041883,29041883-a80a-4e60-81ef-aadbbc245bff,83,ser-29041883,2005-05-30,22:59:53,FirstName-29041883,1883,y-29041883,9041883,41883,false,false,3,false,3,83,2021-05-22,22:59:53,ser-29041883,LastName-29041883,83,OrganizationBPName1-29041883,OrganizationBPName2-29041883,OrganizationBPName3-29041883,OrganizationBPName4-29041883,2008-10-08,2014-12-02,SearchTerm1-29041883,SearchTerm2-29041883,AdditionalLastName-29041883,2018-09-07,3,BusinessPartnerBirthplaceName-29041883,2018-10-10,false,1883,ETag-29041883,GroupBusinessPartnerName1-29041883,GroupBusinessPartnerName2-29041883,D-29041883,3,MiddleName-29041883,883,83,PersonFullName-29041883,r-29041883,false,ByExtSystem-29041883,3,1883,3,883,BusinessPartnerBirthName-29041883,1883,NaturalPersonEmployerName-29041883,1883,1883,s-29041883,false,041883,s-20721255,ng-5275256,n-19908876,k-31416997,r-12779418,r-15680215
